Crops,States,Season,Area-2020-21(Lakh ha),Area-2021-22(Lakh ha),Area-2022-23(Lakh ha),Area-2023-24(Lakh ha),Area-2024-25(Lakh ha),Production-2020-21(Lakh Tonnes),Production-2021-22(Lakh Tonnes),Production-2022-23(Lakh Tonnes),Production-2023-24(Lakh Tonnes),Production-2024-25(Lakh Tonnes),Yield-2020-21(Kg/ha),Yield-2021-22(Kg/ha),Yield-2022-23(Kg/ha),Yield-2023-24(Kg/ha),Yield-2024-25(Kg/ha)
Groundnut,Jharkhand,Kharif,0.26,0.26,0.22,0.24,0.25,0.28,0.3,0.26,0.29,0.31,1098.0,1154.0,1167.0,1236.0,1219.0
Groundnut,Karnataka,Kharif,4.99,3.98,2.92,2.59,2.63,4.7,2.95,2.37,1.48,2.45,941.0,740.0,812.0,571.0,930.0
Groundnut,Karnataka,Rabi,2.22,1.78,1.47,1.0,1.14,2.51,1.93,3.2,0.8,1.2,1131.0,1084.0,2180.0,800.0,1049.0
Groundnut,Karnataka,Summer,,,0.26,0.14,0.88,,,0.23,0.14,0.8,,,882.0,987.0,910.0
Groundnut,Kerala,Kharif,,,,,,,,,,,1291.0,1315.0,1387.0,1473.0,1378.0
Groundnut,Kerala,Rabi,,,,,,,,,,,1250.0,1323.0,1585.0,1528.0,1589.0
Groundnut,Kerala,Summer,,,,,,,,,,,,,2182.0,1085.0,1522.0
Groundnut,Madhya Pradesh,Kharif,2.89,3.87,3.86,4.68,7.0,5.18,6.67,7.39,9.66,15.47,1791.0,1724.0,1916.0,2065.0,2210.0
Groundnut,Madhya Pradesh,Rabi,0.04,0.03,,,,0.06,0.04,,,,1456.0,1456.0,,,
Groundnut,Madhya Pradesh,Summer,,,0.03,0.11,0.19,,,0.04,0.16,0.28,,,1456.0,1459.0,1460.0
Groundnut,Maharashtra,Kharif,2.26,2.32,1.61,1.45,1.5,2.71,2.69,1.91,1.56,2.19,1197.0,1161.0,1189.0,1073.0,1457.0
Groundnut,Maharashtra,Rabi,0.83,0.88,,,,1.37,1.32,,,,1647.0,1502.0,,,
Groundnut,Maharashtra,Summer,,,0.49,0.81,0.98,,,0.76,1.29,1.56,,,1572.0,1585.0,1580.0
Groundnut,Manipur,Kharif,0.03,0.03,,,,0.03,0.02,,,,889.0,667.0,,,
Groundnut,Manipur,Summer,,,0.03,0.03,,,,0.03,0.02,,,,863.0,880.0,
Groundnut,Nagaland,Kharif,0.01,0.01,0.02,0.02,,0.01,0.01,0.02,0.02,,1066.0,966.0,1043.0,1070.0,
Groundnut,Odisha,Kharif,0.1,0.23,0.2,0.16,0.13,0.15,0.37,0.34,0.28,0.23,1490.0,1656.0,1709.0,1746.0,1692.0
Groundnut,Odisha,Rabi,0.29,0.24,,,,0.63,0.5,,,,2208.0,2136.0,,,
Groundnut,Odisha,Summer,,,0.24,0.28,0.31,,,0.49,0.61,0.65,,,2024.0,2124.0,2140.0
Groundnut,Puducherry,Kharif,,,,,,,,,,,3000.0,2500.0,2519.0,3000.0,
Groundnut,Puducherry,Rabi,,,,,,0.01,0.01,0.01,0.01,,3000.0,2994.0,3000.0,3000.0,
Groundnut,Puducherry,Summer,,,,,,,,,,,,,2970.0,3000.0,
Groundnut,Punjab,Kharif,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,1980.0,1985.0,1717.0,1740.0,1760.0
Groundnut,Rajasthan,Kharif,8.52,7.96,8.0,8.84,10.48,19.25,16.97,19.23,20.16,21.24,2259.0,2132.0,2404.0,2281.0,2026.0
Groundnut,Rajasthan,Rabi,0.04,,,,,0.06,,,,,1558.0,,,,
Groundnut,Rajasthan,Summer,,,0.05,0.07,,,,0.09,0.11,,,,1803.0,1583.0,
Groundnut,Tamil Nadu,Kharif,2.71,2.49,2.28,1.97,2.01,5.78,5.67,4.83,4.17,3.94,2133.0,2274.0,2116.0,2116.0,1962.0
Groundnut,Tamil Nadu,Rabi,1.38,1.23,0.76,0.85,0.73,4.45,4.8,2.65,3.04,2.28,3227.0,3903.0,3491.0,3583.0,3136.0
Groundnut,Tamil Nadu,Summer,,,0.47,0.44,0.43,,,1.64,1.57,1.34,,,3491.0,3571.0,3136.0
Groundnut,Telangana,Kharif,0.15,0.12,0.08,0.1,0.1,0.24,0.26,0.19,0.28,0.22,1580.0,2150.0,2400.0,2832.0,2137.0
Groundnut,Telangana,Rabi,1.12,1.43,0.95,0.82,0.99,2.67,3.24,2.33,1.97,2.07,2380.0,2266.0,2452.0,2403.0,2088.0
Groundnut,Tripura,Kharif,0.01,0.01,,,,0.01,0.01,0.01,0.01,,1435.0,1363.0,1455.0,1455.0,
Groundnut,Tripura,Rabi,0.01,0.01,0.01,0.01,,0.02,0.02,0.01,0.01,,1495.0,1513.0,1507.0,1507.0,
Groundnut,Tripura,Summer,,,,,,,,,,,,,1520.0,1520.0,
Groundnut,Uttar Pradesh,Kharif,0.91,0.9,0.98,1.26,3.7,1.1,1.03,1.14,1.48,3.98,1209.0,1139.0,1168.0,1172.0,1075.0
Groundnut,Uttarakhand,Kharif,0.01,0.01,0.01,,0.01,0.02,0.02,0.01,0.01,0.02,1852.0,1511.0,1629.0,1596.0,1505.0
Groundnut,West Bengal,Kharif,0.06,0.05,0.06,0.08,0.08,0.07,0.07,0.09,0.12,0.13,1242.0,1307.0,1532.0,1560.0,1560.0
Groundnut,West Bengal,Rabi,0.66,0.69,0.05,0.04,0.04,1.61,1.82,0.1,0.08,0.08,2462.0,2638.0,1954.0,1902.0,1900.0
Groundnut,West Bengal,Summer,,,0.67,0.73,0.73,,,1.8,2.39,2.39,,,2700.0,3280.0,3280.0
Groundnut,Others,Kharif,,,,,0.04,,,,,0.04,,,,,1087.0
Groundnut,Others,Rabi,,,,,0.01,,,,,0.02,,,,,1862.0
Groundnut,Others,Summer,,,,,0.03,,,,,0.03,,,,,943.0
Castorseed,Andhra Pradesh,Kharif,0.16,0.15,0.46,0.66,0.38,0.06,0.03,0.14,0.25,0.19,404.0,233.0,309.0,385.0,512.0
Castorseed,Assam,Kharif,0.01,0.01,0.01,0.01,0.01,,,,,,454.0,459.0,495.0,494.0,494.0
Castorseed,Bihar,Kharif,,,,,,,,,,,974.0,975.0,975.0,978.0,976.0
Castorseed,Gujarat,Kharif,6.53,6.5,7.16,7.25,6.17,13.45,14.01,16.03,15.95,13.07,2060.0,2155.0,2240.0,2201.0,2117.0
Castorseed,Haryana,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.02,850.0,851.0,789.0,789.0,1729.0
Castorseed,Jharkhand,Kharif,,,,,0.04,,,,,0.02,619.0,549.0,496.0,648.0,412.0
Castorseed,Karnataka,Kharif,0.04,0.02,0.03,0.04,0.03,0.04,0.02,0.02,0.01,0.02,896.0,918.0,631.0,199.0,585.0
Castorseed,Madhya Pradesh,Kharif,0.01,0.02,0.01,0.02,0.02,,0.01,,0.01,0.01,324.0,378.0,468.0,482.0,606.0
Castorseed,Maharashtra,Kharif,0.1,0.03,0.03,0.04,0.02,0.04,0.01,0.01,0.01,0.01,420.0,300.0,343.0,301.0,318.0
Castorseed,Meghalaya,Kharif,,,,,,,,,,,903.0,903.0,890.0,890.0,
Castorseed,Nagaland,Kharif,,,,,,,,,,,667.0,1000.0,500.0,500.0,
Castorseed,Odisha,Kharif,0.07,0.08,0.07,0.07,,0.04,0.05,0.04,0.04,,633.0,624.0,635.0,635.0,656.0
Castorseed,Rajasthan,Kharif,1.78,1.39,2.31,2.23,2.55,2.76,1.99,3.47,3.25,3.91,1552.0,1429.0,1503.0,1459.0,1535.0
Castorseed,Tamil Nadu,Kharif,0.06,0.06,0.06,0.05,0.05,0.02,0.02,0.02,0.02,0.01,312.0,312.0,312.0,312.0,312.0
Castorseed,Telangana,Kharif,0.11,0.04,0.05,0.03,0.02,0.04,0.04,0.05,0.02,0.03,338.0,954.0,984.0,785.0,1053.0
Castorseed,Others,Kharif,,,,,,,,,,,,,,,879.0
Sesamum,Andaman And Nicobar Islands,Kharif,,,,,,,,,,,600.0,667.0,450.0,,
Sesamum,Andhra Pradesh,Kharif,0.36,0.4,0.17,0.06,0.08,0.09,0.09,0.03,0.01,0.02,242.0,215.0,180.0,170.0,222.0
Sesamum,Andhra Pradesh,Rabi,,,0.16,0.25,0.2,,,0.05,0.11,0.07,,,329.0,425.0,331.0
Sesamum,Arunachal Pradesh,Kharif,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,,900.0,904.0,896.0,897.0,
Sesamum,Assam,Kharif,0.12,0.12,,0.12,0.12,0.08,0.08,,0.08,0.08,674.0,677.0,,683.0,698.0
Sesamum,Assam,Rabi,,,0.14,,,,,0.1,,,,,707.0,,
Sesamum,Assam,Summer,,,,0.04,0.04,,,,0.03,0.03,,,,731.0,731.0
Sesamum,Bihar,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,874.0,874.0,878.0,877.0,877.0
Sesamum,Bihar,Rabi,,,,0.01,,,,,0.01,,,,875.0,878.0,876.0
Sesamum,Chhattisgarh,Kharif,0.14,0.15,0.14,0.13,0.12,0.06,0.07,0.07,0.05,0.06,446.0,478.0,493.0,402.0,476.0
Sesamum,Gujarat,Kharif,1.74,2.09,0.72,0.58,0.49,0.82,1.34,0.37,0.31,0.22,473.0,641.0,509.0,526.0,450.0
Sesamum,Gujarat,Summer,,,1.24,1.15,1.17,,,1.07,1.13,1.01,,,863.0,985.0,860.0
Sesamum,Haryana,Kharif,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,,,450.0,448.0,566.0,566.0,566.0
Sesamum,Himachal Pradesh,Kharif,0.02,0.02,0.02,0.02,0.02,0.01,0.01,,,,293.0,295.0,290.0,293.0,295.0
Sesamum,Jammu And Kashmir,Kharif,0.03,0.03,0.04,0.04,,0.01,0.01,0.02,0.02,,402.0,402.0,378.0,413.0,
Sesamum,Jammu And Kashmir,Rabi,,,,,,,,,,,,,453.0,453.0,
Sesamum,Jharkhand,Kharif,0.06,0.05,0.04,0.03,0.04,0.02,0.02,0.02,0.01,0.02,389.0,418.0,437.0,409.0,413.0
Sesamum,Karnataka,Kharif,0.22,0.31,0.2,0.18,0.27,0.2,0.23,0.13,0.14,0.19,921.0,754.0,650.0,780.0,697.0
Sesamum,Kerala,Kharif,0.01,0.01,,,,,,,,,248.0,270.0,1000.0,757.0,850.0
Sesamum,Kerala,Rabi,,,,,,,,,,,,,500.0,350.0,537.0
Sesamum,Kerala,Summer,,,,,,,,,,,,,498.0,1016.0,535.0
Sesamum,Madhya Pradesh,Kharif,4.24,2.91,2.89,2.36,2.73,1.95,1.22,1.46,1.22,1.49,460.0,420.0,504.0,519.0,545.0
Sesamum,Maharashtra,Kharif,0.29,0.28,0.06,0.04,0.04,0.07,0.06,0.01,0.01,0.01,227.0,209.0,262.0,236.0,269.0
Sesamum,Maharashtra,Rabi,,,0.02,0.01,0.02,,,0.01,0.01,0.01,,,338.0,693.0,319.0
Sesamum,Maharashtra,Summer,,,0.03,0.22,0.3,,,0.01,0.04,0.12,,,183.0,179.0,392.0
Sesamum,Meghalaya,Kharif,0.02,0.02,,,,0.02,0.02,,,,937.0,941.0,,,
Sesamum,Meghalaya,Rabi,,,0.02,0.02,,,,0.02,0.02,,,,942.0,942.0,
Sesamum,Mizoram,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,749.0,608.0,700.0,678.0,
Sesamum,Nagaland,Kharif,0.04,0.01,0.01,0.02,,0.02,0.01,0.01,0.01,,619.0,495.0,597.0,619.0,
Sesamum,Odisha,Kharif,0.21,0.24,0.13,0.11,0.1,0.05,0.06,0.04,0.03,0.03,247.0,248.0,309.0,269.0,300.0
Sesamum,Odisha,Summer,,,0.07,0.12,0.11,,,0.02,0.02,0.02,,,215.0,207.0,217.0
Sesamum,Puducherry,Kharif,,0.01,,,,,,,,,814.0,914.0,1000.0,1000.0,
Sesamum,Puducherry,Rabi,,,,,,,,,,,,,1000.0,1000.0,
Sesamum,Puducherry,Summer,,,0.01,,,,,0.01,,,,,955.0,792.0,
Sesamum,Punjab,Kharif,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,384.0,361.0,345.0,380.0,394.0
Sesamum,Rajasthan,Kharif,3.06,2.9,2.16,2.12,1.83,1.26,0.77,0.78,0.71,0.69,412.0,265.0,363.0,337.0,378.0
Sesamum,Rajasthan,Summer,,,,,,,,,,,,,857.0,564.0,
Sesamum,Tamil Nadu,Kharif,0.53,0.47,0.09,0.11,0.18,0.34,0.28,0.04,0.05,0.11,654.0,589.0,462.0,461.0,610.0
Sesamum,Tamil Nadu,Rabi,,,0.04,0.06,0.05,,,0.02,0.03,0.03,,,538.0,482.0,645.0
Sesamum,Tamil Nadu,Summer,,,0.35,0.44,0.58,,,0.19,0.21,0.3,,,538.0,482.0,507.0
Sesamum,Telangana,Kharif,0.23,0.34,,,,0.15,0.26,,,,647.0,766.0,,,416.0
Sesamum,Telangana,Rabi,,,0.14,0.14,0.13,,,0.11,0.1,0.1,,,756.0,740.0,757.0
Sesamum,Tripura,Kharif,0.06,0.06,0.05,0.05,,0.04,0.04,0.03,0.03,,677.0,641.0,676.0,676.0,
Sesamum,Uttar Pradesh,Kharif,3.17,3.13,3.61,4.02,4.18,0.98,0.71,0.84,1.19,1.22,310.0,226.0,233.0,297.0,291.0
Sesamum,Uttarakhand,Kharif,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,265.0,264.0,253.0,257.0,258.0
Sesamum,West Bengal,Kharif,2.59,2.6,0.01,0.01,0.01,1.93,2.54,0.01,0.01,0.01,743.0,979.0,716.0,694.0,705.0
Sesamum,West Bengal,Summer,,,2.57,2.76,2.29,,,2.51,2.8,2.32,,,975.0,1015.0,1015.0
Sesamum,Others,Kharif,,,,,0.14,,,,,0.09,,,,,633.0
Sesamum,Others,Rabi,,,,,0.02,,,,,0.02,,,,,938.0
Sesamum,Others,Summer,,,,,,,,,,,,,,,792.0
Nigerseed,Andhra Pradesh,Kharif,0.04,0.04,0.03,0.01,0.01,0.02,0.01,0.01,,,455.0,357.0,386.0,376.0,373.0
Nigerseed,Assam,Kharif,0.06,0.06,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,566.0,580.0,595.0,563.0,579.0
Nigerseed,Chhattisgarh,Kharif,0.46,0.21,0.25,0.23,0.24,0.1,0.05,0.05,0.05,0.05,208.0,213.0,207.0,205.0,204.0
Nigerseed,Gujarat,Kharif,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,,,426.0,426.0,423.0,437.0,437.0
Nigerseed,Jharkhand,Kharif,0.04,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,496.0,398.0,355.0,378.0,420.0
Nigerseed,Karnataka,Kharif,0.01,,,,,,,,,,247.0,250.0,233.0,200.0,
Nigerseed,Madhya Pradesh,Kharif,0.16,0.07,0.1,0.11,0.1,0.05,0.03,0.03,0.03,0.03,321.0,361.0,303.0,293.0,288.0
Nigerseed,Maharashtra,Kharif,0.08,0.06,0.05,0.04,0.04,0.02,0.01,0.01,0.01,0.01,225.0,150.0,248.0,270.0,210.0
Nigerseed,Odisha,Kharif,0.46,0.46,0.35,0.35,0.04,0.17,0.17,0.13,0.13,0.02,376.0,370.0,371.0,371.0,387.0
Nigerseed,Tamil Nadu,Kharif,,,,,,,,,,,,,,233.0,
Nigerseed,West Bengal,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,523.0,523.0,529.0,507.0,510.0
Soybean,Andhra Pradesh,Kharif,0.02,0.03,0.15,0.09,0.06,0.03,0.05,0.28,0.13,0.08,1544.0,1547.0,1838.0,1364.0,1321.0
Soybean,Arunachal Pradesh,Kharif,0.03,0.03,0.04,0.04,,0.04,0.05,0.05,0.05,,1426.0,1433.0,1419.0,1421.0,
Soybean,Bihar,Kharif,0.25,0.23,0.18,0.18,0.09,0.11,0.17,0.17,0.12,0.08,462.0,746.0,957.0,676.0,840.0
Soybean,Chhattisgarh,Kharif,0.69,0.5,0.28,0.27,0.27,0.51,0.32,0.28,0.25,0.23,734.0,635.0,973.0,949.0,829.0
Soybean,Gujarat,Kharif,1.49,2.24,2.22,2.66,3.01,2.02,3.66,3.73,3.68,4.4,1357.0,1630.0,1682.0,1386.0,1462.0
Soybean,Himachal Pradesh,Kharif,0.01,,,,,,,,,,799.0,769.0,790.0,790.0,772.0
Soybean,Jharkhand,Kharif,0.01,0.01,0.01,,,0.01,0.01,0.01,,,747.0,880.0,802.0,1556.0,1197.0
Soybean,Karnataka,Kharif,3.11,3.81,4.6,3.89,3.73,3.77,4.37,5.45,4.13,4.82,1212.0,1147.0,1184.0,1062.0,1293.0
Soybean,Madhya Pradesh,Kharif,66.74,55.13,59.74,60.6,58.72,42.65,53.92,57.89,54.72,52.85,639.0,978.0,969.0,903.0,900.0
Soybean,Maharashtra,Kharif,42.9,45.95,49.26,51.15,50.72,62.63,55.0,66.16,52.58,74.03,1460.0,1197.0,1343.0,1028.0,1460.0
Soybean,Manipur,Kharif,0.05,0.05,0.04,0.03,,0.04,0.03,0.03,0.03,,874.0,671.0,864.0,960.0,
Soybean,Meghalaya,Kharif,0.02,0.02,0.02,0.02,,0.04,0.04,0.04,0.04,,1912.0,1922.0,1929.0,1929.0,
Soybean,Mizoram,Kharif,0.01,0.01,0.03,0.01,,0.02,0.02,0.04,0.01,,1585.0,1531.0,1190.0,1300.0,
Soybean,Nagaland,Kharif,0.25,0.07,0.14,0.14,,0.32,0.08,0.17,0.17,,1265.0,1182.0,1248.0,1260.0,
Soybean,Rajasthan,Kharif,11.3,11.55,11.8,11.26,10.79,10.95,9.25,12.07,11.7,11.74,969.0,801.0,1023.0,1038.0,1088.0
Soybean,Sikkim,Kharif,0.03,0.03,0.03,,,0.03,0.03,0.03,,,976.0,976.0,976.0,,
Soybean,Tamil Nadu,Kharif,,,,0.02,,,,,0.02,,,,,1079.0,
Soybean,Telangana,Kharif,1.62,1.55,2.02,1.82,1.54,2.43,2.68,3.26,2.7,2.91,1503.0,1731.0,1612.0,1483.0,1884.0
Soybean,Uttar Pradesh,Kharif,0.58,0.17,0.21,0.29,0.32,0.4,0.09,0.11,0.18,0.27,687.0,521.0,545.0,627.0,829.0
Soybean,Uttarakhand,Kharif,0.08,0.07,0.08,0.08,0.07,0.1,0.1,0.1,0.09,0.1,1219.0,1380.0,1265.0,1162.0,1454.0
Soybean,West Bengal,Kharif,,,,,,,,,,,848.0,798.0,817.0,736.0,750.0
Soybean,Others,Kharif,,,,,0.23,,,,,0.31,,,,,1303.0
Sunflower,Andhra Pradesh,Kharif,0.02,0.09,0.11,0.02,0.02,0.01,0.04,0.08,0.02,0.02,575.0,498.0,688.0,670.0,901.0
Sunflower,Andhra Pradesh,Rabi,0.1,0.11,0.1,0.02,0.01,0.07,0.08,0.1,0.02,0.01,715.0,693.0,994.0,1177.0,939.0
Sunflower,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,,0.01,0.01,0.01,,833.0,835.0,836.0,837.0,
Sunflower,Bihar,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1312.0,1307.0,1404.0,1392.0,1358.0
Sunflower,Bihar,Rabi,0.06,0.06,0.02,0.02,0.02,0.08,0.08,0.03,0.02,0.03,1446.0,1439.0,1492.0,1437.0,1493.0
Sunflower,Bihar,Summer,,,0.04,0.04,0.04,,,0.05,0.05,0.05,,,1389.0,1387.0,1389.0
Sunflower,Chhattisgarh,Kharif,,,,,,,,,,,702.0,533.0,528.0,571.0,447.0
Sunflower,Gujarat,Rabi,,,0.02,,0.02,,,0.02,0.01,0.04,1953.0,,1168.0,1520.0,2117.0
Sunflower,Haryana,Rabi,0.12,0.13,0.14,0.15,0.16,0.25,0.18,0.25,0.29,0.3,2004.0,1393.0,1746.0,1942.0,1901.0
Sunflower,Jharkhand,Kharif,,,,,,,,,,,580.0,676.0,601.0,739.0,419.0
Sunflower,Jharkhand,Rabi,,,,0.02,,,,,0.01,,606.0,500.0,625.0,704.0,821.0
Sunflower,Karnataka,Kharif,0.75,1.15,1.86,0.58,0.65,0.65,0.97,1.82,0.53,0.63,863.0,846.0,978.0,911.0,963.0
Sunflower,Karnataka,Rabi,0.45,0.47,0.57,0.15,0.35,0.43,0.39,0.49,0.17,0.39,956.0,830.0,865.0,1127.0,1107.0
Sunflower,Karnataka,Summer,,,0.03,0.02,0.03,,,0.04,0.03,0.04,,,1218.0,1336.0,1199.0
Sunflower,Kerala,Kharif,,,,,,,,,,,,,1250.0,,1196.0
Sunflower,Kerala,Rabi,,,,,,,,,,,300.0,263.0,1000.0,,1246.0
Sunflower,Kerala,Summer,,,,,,,,,,,,,1000.0,,681.0
Sunflower,Maharashtra,Kharif,0.19,0.11,0.16,0.03,0.09,0.09,0.05,0.07,,0.04,454.0,431.0,433.0,173.0,450.0
Sunflower,Maharashtra,Rabi,0.07,0.09,0.1,0.02,0.02,0.03,0.07,0.06,0.01,0.01,501.0,768.0,597.0,414.0,579.0
Sunflower,Maharashtra,Summer,,,0.04,0.01,0.02,,,0.02,0.01,0.01,,,514.0,759.0,583.0
Sunflower,Nagaland,Kharif,,,,,,,,,,,889.0,1127.0,905.0,872.0,
Sunflower,Nagaland,Rabi,0.02,,,,,0.01,,,,,612.0,,,,
Sunflower,Odisha,Kharif,,,,,,,,,,,741.0,771.0,813.0,813.0,820.0
Sunflower,Odisha,Rabi,0.18,0.15,,,,0.24,0.19,,,,1360.0,1260.0,,,
Sunflower,Odisha,Summer,,,0.18,0.18,0.05,,,0.23,0.23,0.07,,,1264.0,1264.0,1264.0
Sunflower,Punjab,Rabi,0.02,0.01,0.02,0.01,0.01,0.04,0.02,0.03,0.02,0.02,1870.0,1680.0,1740.0,2022.0,1950.0
Sunflower,Rajasthan,Rabi,,,,,,,,,,,1685.0,,,,
Sunflower,Tamil Nadu,Kharif,,0.01,0.03,0.01,,0.01,0.02,0.05,0.02,0.01,1734.0,1724.0,1596.0,1594.0,1825.0
Sunflower,Tamil Nadu,Rabi,0.06,0.04,0.06,0.05,0.05,0.03,0.03,0.05,0.04,0.04,474.0,764.0,778.0,698.0,880.0
Sunflower,Tamil Nadu,Summer,,,0.01,,0.01,,,,,0.01,,,778.0,618.0,880.0
Sunflower,Telangana,Kharif,,,,,,,,,,,,,,,1677.0
Sunflower,Telangana,Rabi,0.07,0.18,0.08,0.09,0.09,0.16,0.24,0.15,0.15,0.14,2342.0,1360.0,1865.0,1698.0,1658.0
Sunflower,Uttar Pradesh,Rabi,0.04,0.04,,,,0.05,0.05,,,,1372.0,1342.0,,,
Sunflower,Uttar Pradesh,Summer,,,0.02,0.02,0.02,,,0.03,0.03,0.03,,,1365.0,1375.0,1375.0
Sunflower,Uttarakhand,Kharif,,,,,,,,,,,,,,562.0,
Sunflower,West Bengal,Rabi,0.07,0.04,,,,0.09,0.05,,,,1173.0,1218.0,,,
Sunflower,West Bengal,Summer,,,0.05,0.04,0.05,,,0.06,0.05,0.05,,,1247.0,1148.0,1150.0
Sunflower,Others,Kharif,,,,,0.01,,,,,0.01,,,,,846.0
Rapeseed & Mustard,Andaman And Nicobar Islands,Rabi,,,,,,,,,,,200.0,,,,
Rapeseed & Mustard,Andhra Pradesh,Rabi,0.01,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,641.0,645.0,742.0,545.0,644.0
Rapeseed & Mustard,Arunachal Pradesh,Rabi,0.28,0.29,0.29,0.29,,0.29,0.3,0.3,0.3,,1029.0,1034.0,1038.0,1043.0,
Rapeseed & Mustard,Assam,Rabi,2.86,2.89,2.96,3.2,3.1,1.85,1.86,2.33,2.51,2.44,647.0,644.0,788.0,786.0,788.0
Rapeseed & Mustard,Bihar,Rabi,0.75,0.79,0.81,0.97,0.86,0.95,0.88,0.95,1.22,0.99,1271.0,1125.0,1175.0,1263.0,1151.0
Rapeseed & Mustard,Chhattisgarh,Rabi,0.36,0.37,0.3,0.28,0.33,0.19,0.19,0.16,0.12,0.16,517.0,514.0,520.0,441.0,499.0
Rapeseed & Mustard,Delhi,Rabi,0.04,0.04,,0.05,,0.05,0.06,,0.07,,1261.0,1300.0,1375.0,1600.0,
Rapeseed & Mustard,Gujarat,Rabi,2.15,2.51,3.07,2.77,2.58,4.24,5.01,6.04,5.26,4.76,1976.0,1995.0,1966.0,1896.0,1845.0
Rapeseed & Mustard,Haryana,Rabi,6.48,7.14,7.65,7.41,6.41,13.13,13.66,13.02,13.45,12.48,2028.0,1914.0,1701.0,1816.0,1947.0
Rapeseed & Mustard,Himachal Pradesh,Rabi,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,817.0,808.0,810.0,810.0,811.0
Rapeseed & Mustard,Jammu And Kashmir,Rabi,0.48,0.43,0.41,0.41,,0.32,0.34,0.36,0.36,,657.0,785.0,879.0,879.0,
Rapeseed & Mustard,Jharkhand,Rabi,4.31,4.06,3.84,4.14,4.5,3.44,3.33,3.2,3.31,3.61,798.0,819.0,834.0,801.0,801.0
Rapeseed & Mustard,Karnataka,Rabi,,,,0.04,,,,,0.01,,209.0,225.0,,188.0,
Rapeseed & Mustard,Kerala,Rabi,,,,,,,,,,,,1000.0,1000.0,,987.0
Rapeseed & Mustard,Ladakh,Rabi,,,0.01,0.01,,,,,,,,,154.0,154.0,
Rapeseed & Mustard,Madhya Pradesh,Rabi,7.49,12.26,10.07,13.35,10.89,13.07,16.91,15.51,19.62,16.66,1745.0,1379.0,1540.0,1470.0,1530.0
Rapeseed & Mustard,Maharashtra,Rabi,0.25,0.3,0.31,0.19,0.24,0.09,0.1,0.1,0.07,0.1,360.0,348.0,317.0,381.0,402.0
Rapeseed & Mustard,Manipur,Rabi,0.3,0.3,0.32,0.31,,0.25,0.2,0.24,0.23,,857.0,670.0,745.0,720.0,
Rapeseed & Mustard,Meghalaya,Rabi,0.1,0.1,0.1,0.1,,0.09,0.09,0.09,0.09,,937.0,940.0,940.0,940.0,
Rapeseed & Mustard,Mizoram,Rabi,0.01,0.01,0.01,,,,,,,,731.0,614.0,729.0,761.0,
Rapeseed & Mustard,Nagaland,Rabi,0.28,0.08,0.15,0.16,,0.28,0.08,0.16,0.17,,1020.0,1037.0,1060.0,1080.0,
Rapeseed & Mustard,Odisha,Rabi,0.07,0.18,0.15,0.21,0.15,0.02,0.06,0.05,0.08,0.04,280.0,323.0,350.0,363.0,292.0
Rapeseed & Mustard,Punjab,Rabi,0.32,0.44,0.54,0.43,0.49,0.5,0.69,0.87,0.69,0.87,1595.0,1579.0,1604.0,1611.0,1777.0
Rapeseed & Mustard,Rajasthan,Rabi,27.17,33.66,39.73,37.66,34.93,45.51,57.76,58.32,57.58,54.1,1675.0,1716.0,1468.0,1529.0,1549.0
Rapeseed & Mustard,Sikkim,Rabi,0.03,0.03,0.02,0.02,,0.03,0.03,0.02,0.02,,878.0,878.0,878.0,870.0,
Rapeseed & Mustard,Tamil Nadu,Rabi,,,,,,,,,,,233.0,233.0,233.0,238.0,235.0
Rapeseed & Mustard,Telangana,Rabi,0.02,0.02,0.01,,,0.02,0.02,0.01,,,1210.0,922.0,1316.0,,1188.0
Rapeseed & Mustard,Tripura,Rabi,0.07,0.07,0.07,0.07,,0.06,0.06,0.06,0.06,,849.0,841.0,848.0,848.0,
Rapeseed & Mustard,Uttar Pradesh,Rabi,7.01,7.55,10.82,13.11,13.74,10.08,10.33,16.2,19.16,20.35,1438.0,1368.0,1497.0,1462.0,1481.0
Rapeseed & Mustard,Uttarakhand,Rabi,0.16,0.19,0.2,0.24,0.18,0.14,0.16,0.19,0.24,0.15,878.0,833.0,940.0,1005.0,857.0
